ORDERDATE,SHIPADDRESS,REQUIREDDATE,SHIPNAME,SHIPCOUNTRY,SHIPPEDDATE,EMPLOYEEID,SHIPREGION,FREIGHT,ORDERID,SHIPVIA,SHIPPOSTALCODE,CUSTOMERID,SHIPCITY,SITEID
05/22/1996 12:00:00 AM,"25, rue Lauriston",06/19/1996 12:00:00 AM,Spécialités du monde,France,05/29/1996 12:00:00 AM,5,,8.8,11043,2,75016,FRANC,Paris,9
05/22/1996 12:00:00 AM,2732 Baker Blvd.,06/19/1996 12:00:00 AM,Great Lakes Food Market,USA,,4,OR,18.84,11040,3,97403,USADI,Eugene,1
05/22/1996 12:00:00 AM,"Av. dos Lusíadas, 23",06/05/1996 12:00:00 AM,Comércio Mineiro,Brazil,05/31/1996 12:00:00 AM,2,SP,29.99,11042,1,05432-043,BRAZL,São Paulo,1
05/22/1996 12:00:00 AM,Hauptstr. 31,06/19/1996 12:00:00 AM,Chop-suey Chinese,Switzerland,05/28/1996 12:00:00 AM,3,,48.22,11041,2,3012,SWISS,Bern,1
05/23/1996 12:00:00 AM,23 Tsawassen Blvd.,06/20/1996 12:00:00 AM,Bottom-Dollar Markets,Canada,,6,BC,70.58,11045,2,T2F 8M4,CANAD,Tsawassen,1
05/23/1996 12:00:00 AM,Adenauerallee 900,06/20/1996 12:00:00 AM,Die Wandernde Kuh,Germany,05/24/1996 12:00:00 AM,8,,71.64,11046,2,70563,GERMN,Stuttgart,3
05/23/1996 12:00:00 AM,ul. Filtrowa 68,06/20/1996 12:00:00 AM,Wolski Zajazd,Poland,05/31/1996 12:00:00 AM,4,,8.72,11044,1,01-012,POLND,Warszawa,1
05/24/1996 12:00:00 AM,23 Tsawassen Blvd.,06/21/1996 12:00:00 AM,Bottom-Dollar Markets,Canada,05/30/1996 12:00:00 AM,7,BC,24.12,11048,3,T2F 8M4,CANAD,Tsawassen,1
05/24/1996 12:00:00 AM,35 King George,06/21/1996 12:00:00 AM,Eastern Connection,UK,05/31/1996 12:00:00 AM,7,,46.62,11047,3,WX3 6FW,UKDST,London,4
05/24/1996 12:00:00 AM,"Av. Brasil, 442",06/21/1996 12:00:00 AM,Gourmet Lanchonetes,Brazil,06/03/1996 12:00:00 AM,3,SP,8.34,11049,1,04876-786,BRAZL,Campinas,3
05/27/1996 12:00:00 AM,1 rue Alsace-Lorraine,06/24/1996 12:00:00 AM,La maison d'Asie,France,,7,,2.79,11051,3,31000,FRANC,Toulouse,7
05/27/1996 12:00:00 AM,Geislweg 14,06/24/1996 12:00:00 AM,Piccolo und mehr,Austria,05/29/1996 12:00:00 AM,2,,53.05,11053,2,5020,AUSTR,Salzburg,2
05/27/1996 12:00:00 AM,"Rua do Paço, 67",06/24/1996 12:00:00 AM,Hanari Carnes,Brazil,05/31/1996 12:00:00 AM,3,RJ,67.26,11052,1,05454-876,BRAZL,Rio de Janeiro,4
05/27/1996 12:00:00 AM,Åkergatan 24,06/24/1996 12:00:00 AM,Folk och fä HB,Sweden,06/04/1996 12:00:00 AM,8,,59.41,11050,2,S-844 67,SWEDN,Bräcke,2
05/28/1996 12:00:00 AM,35 King George,06/11/1996 12:00:00 AM,Eastern Connection,UK,05/31/1996 12:00:00 AM,8,,278.96,11056,2,WX3 6FW,UKDST,London,4
05/28/1996 12:00:00 AM,Carrera 22 con Ave. Carlos Soublette #8-35,06/25/1996 12:00:00 AM,HILARIÓN-Abastos,Venezuela,06/04/1996 12:00:00 AM,7,Táchira,120.92,11055,2,5022,VENEZ,San Cristóbal,2
05/28/1996 12:00:00 AM,Cerrito 333,06/25/1996 12:00:00 AM,Cactus Comidas para llevar,Argentina,,8,,0.33,11054,1,1010,ARGEN,Buenos Aires,1
05/29/1996 12:00:00 AM,"Av. Copacabana, 267",07/10/1996 12:00:00 AM,Ricardo Adocicados,Brazil,,2,RJ,85.8,11059,2,02389-890,BRAZL,Rio de Janeiro,7
05/29/1996 12:00:00 AM,Forsterstr. 57,06/26/1996 12:00:00 AM,Blauer See Delikatessen,Germany,,9,,31.14,11058,3,68306,GERMN,Mannheim,2
05/29/1996 12:00:00 AM,"South House, 300 Queensbridge",06/26/1996 12:00:00 AM,North/South,UK,05/31/1996 12:00:00 AM,3,,4.13,11057,3,SW7 1RZ,UKDST,London,6
05/30/1996 12:00:00 AM,2732 Baker Blvd.,07/11/1996 12:00:00 AM,Great Lakes Food Market,USA,,4,OR,14.01,11061,3,97403,USADI,Eugene,1
05/30/1996 12:00:00 AM,8 Johnstown Road,06/27/1996 12:00:00 AM,Hungry Owl All-Night Grocers,Ireland,06/05/1996 12:00:00 AM,3,Co. Cork,81.73,11063,2,,IRLND,Cork,1
05/30/1996 12:00:00 AM,Strada Provinciale 124,06/27/1996 12:00:00 AM,Reggiani Caseifici,Italy,,4,,29.93,11062,2,42100,ITALY,Reggio Emilia,3
05/30/1996 12:00:00 AM,Via Monte Bianco 34,06/27/1996 12:00:00 AM,Franchi S.p.A.,Italy,06/03/1996 12:00:00 AM,2,,10.98,11060,2,10100,ITALY,Torino,1
05/31/1996 12:00:00 AM,1029 - 12th Ave. S.,06/28/1996 12:00:00 AM,White Clover Markets,USA,06/03/1996 12:00:00 AM,7,WA,44.72,11066,2,98124,USADI,Seattle,13
05/31/1996 12:00:00 AM,187 Suffolk Ln.,06/28/1996 12:00:00 AM,Save-a-lot Markets,USA,06/03/1996 12:00:00 AM,1,ID,30.09,11064,1,83720,USADI,Boise,8
05/31/1996 12:00:00 AM,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,06/28/1996 12:00:00 AM,LILA-Supermercado,Venezuela,,8,Lara,12.91,11065,1,3508,VENEZ,Barquisimeto,3
06/03/1996 12:00:00 AM,"Alameda dos Canàrios, 891",07/01/1996 12:00:00 AM,Queen Cozinha,Brazil,,8,SP,81.75,11068,2,05487-020,BRAZL,São Paulo,6
06/03/1996 12:00:00 AM,Avda. Azteca 123,07/01/1996 12:00:00 AM,Tortuga Restaurante,Mexico,06/05/1996 12:00:00 AM,1,,15.67,11069,2,05033,MEXIC,México D.F.,5
06/03/1996 12:00:00 AM,Walserweg 21,06/17/1996 12:00:00 AM,Drachenblut Delikatessen,Germany,06/05/1996 12:00:00 AM,1,,7.98,11067,2,52066,GERMN,Aachen,4
06/04/1996 12:00:00 AM,Calle Dr. Jorge Cash 321,07/02/1996 12:00:00 AM,Pericles Comidas clásicas,Mexico,,2,,24.95,11073,2,05033,MEXIC,México D.F.,4
06/04/1996 12:00:00 AM,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,07/02/1996 12:00:00 AM,LILA-Supermercado,Venezuela,,1,Lara,0.93,11071,1,3508,VENEZ,Barquisimeto,3
06/04/1996 12:00:00 AM,Kirchgasse 6,07/02/1996 12:00:00 AM,Ernst Handel,Austria,,4,,258.64,11072,2,8010,AUSTR,Graz,1
06/04/1996 12:00:00 AM,Magazinweg 7,07/02/1996 12:00:00 AM,Lehmanns Marktstand,Germany,,2,,136,11070,1,60528,GERMN,Frankfurt a.M.,7
06/05/1996 12:00:00 AM,"12, rue des Bouchers",07/03/1996 12:00:00 AM,Bon app',France,,4,,38.28,11076,2,13008,FRANC,Marseille,2
06/05/1996 12:00:00 AM,2817 Milton Dr.,07/03/1996 12:00:00 AM,Rattlesnake Canyon Grocery,USA,,1,NM,8.53,11077,2,87110,USADI,Albuquerque,7
06/05/1996 12:00:00 AM,Starenweg 5,07/03/1996 12:00:00 AM,Richter Supermarkt,Switzerland,,8,,6.19,11075,2,1204,SWISS,Genève,2
06/05/1996 12:00:00 AM,Vinbæltet 34,07/03/1996 12:00:00 AM,Simons bistro,Denmark,,7,,18.44,11074,2,1734,DENMR,København,1
